cd,var,obs
2402,unemp_rate,0.149
2402,noc_not_applicable,150
2402,noc_managers,535
2402,noc_1,770
2402,noc_2,190
2402,noc_3,655
2402,noc_4,795
2402,noc_5,130
2402,noc_6,1715
2402,noc_7,1205
2402,noc_8,525
2402,noc_9,950
2402,commute_less_15_min,3200
2402,commute_15_29_min,1680
2402,commute_30_44_min,730
2402,commute_45_59_min,275
2402,commute_more_60_min,230
2403,total_pop_15+,14460
2403,labour_force,8375
2403,emp,7330
2403,unemp,1035
2403,not_labour_force,6085
2403,part_rate,0.579
2403,emp_rate,0.507
2403,unemp_rate,0.124
2403,noc_not_applicable,160
2403,noc_managers,610
2403,noc_1,1030
2403,noc_2,340
2403,noc_3,840
2403,noc_4,1250
2403,noc_5,110
2403,noc_6,2025
2403,noc_7,1150
2403,noc_8,375
2403,noc_9,480
2403,commute_less_15_min,4080
2403,commute_15_29_min,1630
2403,commute_30_44_min,705
2403,commute_45_59_min,175
2403,commute_more_60_min,315
2404,total_pop_15+,9625
2404,labour_force,4650
2404,emp,3700
2404,unemp,955
2404,not_labour_force,4975
2404,part_rate,0.483
2404,emp_rate,0.384
2404,unemp_rate,0.205
2404,noc_not_applicable,210
2404,noc_managers,345
2404,noc_1,445
2404,noc_2,140
2404,noc_3,420
2404,noc_4,645
2404,noc_5,90
2404,noc_6,1075
2404,noc_7,795
2404,noc_8,225
2404,noc_9,255
2404,commute_less_15_min,2070
2404,commute_15_29_min,835
2404,commute_30_44_min,195
2404,commute_45_59_min,85
2404,commute_more_60_min,180
2405,total_pop_15+,14985
2405,labour_force,8085
2405,emp,6760
2405,unemp,1330
2405,not_labour_force,6900
2405,part_rate,0.54
2405,emp_rate,0.451
2405,unemp_rate,0.165
2405,noc_not_applicable,205
2405,noc_managers,605
2405,noc_1,1020
2405,noc_2,285
2405,noc_3,580
2405,noc_4,1005
2405,noc_5,110
2405,noc_6,1955
2405,noc_7,1570
2405,noc_8,365
2405,noc_9,385
2405,commute_less_15_min,3230
2405,commute_15_29_min,1630
2405,commute_30_44_min,825
2405,commute_45_59_min,275
2405,commute_more_60_min,355
2406,total_pop_15+,11860
2406,labour_force,6355
2406,emp,5210
2406,unemp,1145
2406,not_labour_force,5505
2406,part_rate,0.536
2406,emp_rate,0.439
2406,unemp_rate,0.18
2406,noc_not_applicable,140
2406,noc_managers,480
2406,noc_1,580
2406,noc_2,180
2406,noc_3,700
2406,noc_4,850
2406,noc_5,140
2406,noc_6,1570
2406,noc_7,1255
2406,noc_8,285
2406,noc_9,180
2406,commute_less_15_min,2615
2406,commute_15_29_min,1255
2406,commute_30_44_min,465
2406,commute_45_59_min,175
2406,commute_more_60_min,305
2407,total_pop_15+,14775
2407,labour_force,8210
2407,emp,7090
2407,unemp,1120
2407,not_labour_force,6565
2407,part_rate,0.556
2407,emp_rate,0.48
2407,unemp_rate,0.136
2407,noc_not_applicable,205
2407,noc_managers,620
2407,noc_1,965
2407,noc_2,215
2407,noc_3,610
2407,noc_4,945
2407,noc_5,110
2407,noc_6,1760
2407,noc_7,1755
2407,noc_8,515
2407,noc_9,520
2407,commute_less_15_min,3655
2407,commute_15_29_min,1795
2407,commute_30_44_min,620
2407,commute_45_59_min,205
2407,commute_more_60_min,290
2408,total_pop_15+,17870
2408,labour_force,9915
2408,emp,8745
2408,unemp,1170
2408,not_labour_force,7955
2408,part_rate,0.555
2408,emp_rate,0.489
2408,unemp_rate,0.118
2408,noc_not_applicable,235
2408,noc_managers,955
2408,noc_1,1310
2408,noc_2,360
2408,noc_3,685
2408,noc_4,1145
2408,noc_5,160
2408,noc_6,2350
2408,noc_7,1705
2408,noc_8,360
2408,noc_9,650
2408,commute_less_15_min,5210
2408,commute_15_29_min,2055
2408,commute_30_44_min,510
2408,commute_45_59_min,180
2408,commute_more_60_min,250
2409,total_pop_15+,14680
2409,labour_force,8210
2409,emp,7390
2409,unemp,820
2409,not_labour_force,6465
2409,part_rate,0.559
2409,emp_rate,0.503
2409,unemp_rate,0.1
2409,noc_not_applicable,210
2409,noc_managers,715
2409,noc_1,1025
2409,noc_2,335
2409,noc_3,710
2409,noc_4,830
2409,noc_5,115
2409,noc_6,1820
2409,noc_7,1495
2409,noc_8,405
2409,noc_9,550
2409,commute_less_15_min,3095
2409,commute_15_29_min,2150
2409,commute_30_44_min,1000
2409,commute_45_59_min,250
2409,commute_more_60_min,195
2410,total_pop_15+,46505
2410,labour_force,28165
2410,emp,25955
2410,unemp,2205
2410,not_labour_force,18345
2410,part_rate,0.606
2410,emp_rate,0.558
2410,unemp_rate,0.078
2410,noc_not_applicable,555
2410,noc_managers,2500
2410,noc_1,4345
2410,noc_2,1840
2410,noc_3,2515
2410,noc_4,3925
2410,noc_5,665
2410,noc_6,6920
2410,noc_7,3585
2410,noc_8,650
2410,noc_9,660
2410,commute_less_15_min,14420
2410,commute_15_29_min,7100
2410,commute_30_44_min,1810
2410,commute_45_59_min,350
2410,commute_more_60_min,560
2411,total_pop_15+,7200
2411,labour_force,3800
2411,emp,3335
2411,unemp,460
2411,not_labour_force,3405
2411,part_rate,0.528
2411,emp_rate,0.463
2411,unemp_rate,0.121
2411,noc_not_applicable,70
2411,noc_managers,370
2411,noc_1,455
2411,noc_2,175
2411,noc_3,230
2411,noc_4,450
2411,noc_5,55
2411,noc_6,745
2411,noc_7,720
2411,noc_8,325
2411,noc_9,195
2411,commute_less_15_min,1505
2411,commute_15_29_min,555
2411,commute_30_44_min,460
2411,commute_45_59_min,250
2411,commute_more_60_min,120
2412,total_pop_15+,27320
2412,labour_force,17275
2412,emp,16220
2412,unemp,1055
2412,not_labour_force,10045
2412,part_rate,0.632
2412,emp_rate,0.594
2412,unemp_rate,0.061
2412,noc_not_applicable,195
2412,noc_managers,1555
2412,noc_1,2340
2412,noc_2,725
2412,noc_3,1380
2412,noc_4,2070
2412,noc_5,315
2412,noc_6,4030
2412,noc_7,2870
2412,noc_8,550
2412,noc_9,1255
2412,commute_less_15_min,9230
2412,commute_15_29_min,4095
2412,commute_30_44_min,1200
2412,commute_45_59_min,290
2412,commute_more_60_min,465
2413,total_pop_15+,16205
2413,labour_force,9025
2413,emp,8065
2413,unemp,955
2413,not_labour_force,7185
2413,part_rate,0.557
2413,emp_rate,0.498
2413,unemp_rate,0.106
2413,noc_not_applicable,160
2413,noc_managers,940
2413,noc_1,970
2413,noc_2,230
2413,noc_3,635
2413,noc_4,780
2413,noc_5,120
2413,noc_6,2035
2413,noc_7,1510
2413,noc_8,825
2413,noc_9,820
2413,commute_less_15_min,3495
2413,commute_15_29_min,1760
2413,commute_30_44_min,1070
2413,commute_45_59_min,515
2413,commute_more_60_min,490
2414,total_pop_15+,17015
2414,labour_force,9965
2414,emp,9285
2414,unemp,685
2414,not_labour_force,7045
2414,part_rate,0.586
2414,emp_rate,0.546
2414,unemp_rate,0.069
2414,noc_not_applicable,140
2414,noc_managers,1140
2414,noc_1,1150
2414,noc_2,535
2414,noc_3,805
2414,noc_4,1150
2414,noc_5,195
2414,noc_6,1885
2414,noc_7,1630
2414,noc_8,455
2414,noc_9,890
2414,commute_less_15_min,4175
2414,commute_15_29_min,2750
2414,commute_30_44_min,830
2414,commute_45_59_min,265
2414,commute_more_60_min,250
2415,total_pop_15+,13055
2415,labour_force,7360
2415,emp,6485
2415,unemp,870
2415,not_labour_force,5695
2415,part_rate,0.564
2415,emp_rate,0.497
2415,unemp_rate,0.118
2415,noc_not_applicable,115
2415,noc_managers,720
2415,noc_1,760
2415,noc_2,195
2415,noc_3,525
2415,noc_4,645
2415,noc_5,135
2415,noc_6,2340
2415,noc_7,1445
2415,noc_8,260
2415,noc_9,220
2415,commute_less_15_min,3280
2415,commute_15_29_min,1650
2415,commute_30_44_min,660
2415,commute_45_59_min,165
2415,commute_more_60_min,325
2416,total_pop_15+,10810
2416,labour_force,6130
2416,emp,5540
2416,unemp,595
2416,not_labour_force,4680
2416,part_rate,0.567
2416,emp_rate,0.512
2416,unemp_rate,0.097
2416,noc_not_applicable,45
2416,noc_managers,630
2416,noc_1,705
2416,noc_2,160
2416,noc_3,605
2416,noc_4,750
2416,noc_5,130
2416,noc_6,1590
2416,noc_7,1075
2416,noc_8,270
2416,noc_9,175
2416,commute_less_15_min,2880
2416,commute_15_29_min,1230
2416,commute_30_44_min,470
2416,commute_45_59_min,165
2416,commute_more_60_min,305
2417,total_pop_15+,14750
2417,labour_force,8890
2417,emp,8310
2417,unemp,580
2417,not_labour_force,5865
2417,part_rate,0.603
2417,emp_rate,0.563
2417,unemp_rate,0.065
2417,noc_not_applicable,105
2417,noc_managers,880
2417,noc_1,980
2417,noc_2,265
2417,noc_3,505
2417,noc_4,730
2417,noc_5,160
2417,noc_6,1730
2417,noc_7,1720
2417,noc_8,470
2417,noc_9,1345
2417,commute_less_15_min,3605
2417,commute_15_29_min,2280
2417,commute_30_44_min,865
2417,commute_45_59_min,310
2417,commute_more_60_min,375
2418,total_pop_15+,18985
2418,labour_force,11055
2418,emp,10435
2418,unemp,620
2418,not_labour_force,7935
2418,part_rate,0.582
2418,emp_rate,0.55
2418,unemp_rate,0.056
2418,noc_not_applicable,155
2418,noc_managers,1075
2418,noc_1,1510
2418,noc_2,425
2418,noc_3,795
2418,noc_4,985
2418,noc_5,175
2418,noc_6,2360
2418,noc_7,1900
2418,noc_8,350
2418,noc_9,1330
2418,commute_less_15_min,5330
2418,commute_15_29_min,2325
2418,commute_30_44_min,965
2418,commute_45_59_min,510
2418,commute_more_60_min,495
2419,total_pop_15+,29665
2419,labour_force,19855
2419,emp,19060
2419,unemp,795
2419,not_labour_force,9815
2419,part_rate,0.669
2419,emp_rate,0.643
2419,unemp_rate,0.04
2419,noc_not_applicable,265
2419,noc_managers,1960
2419,noc_1,2880
2419,noc_2,870
2419,noc_3,1215
2419,noc_4,1700
2419,noc_5,300
2419,noc_6,3475
2419,noc_7,3810
2419,noc_8,985
2419,noc_9,2375
2419,commute_less_15_min,5935
2419,commute_15_29_min,5715
2419,commute_30_44_min,3340
2419,commute_45_59_min,1405
2419,commute_more_60_min,805
2420,total_pop_15+,5990
2420,labour_force,3620
2420,emp,3500
2420,unemp,125
2420,not_labour_force,2365
2420,part_rate,0.604
2420,emp_rate,0.584
2420,unemp_rate,0.035
2420,noc_not_applicable,20
2420,noc_managers,530
2420,noc_1,555
2420,noc_2,205
2420,noc_3,260
2420,noc_4,420
2420,noc_5,70
2420,noc_6,740
2420,noc_7,595
2420,noc_8,180
2420,noc_9,50
2420,commute_less_15_min,595
2420,commute_15_29_min,965
2420,commute_30_44_min,940
2420,commute_45_59_min,330
2420,commute_more_60_min,180
2421,total_pop_15+,22585
2421,labour_force,15015
2421,emp,14315
2421,unemp,705
2421,not_labour_force,7565
2421,part_rate,0.665
2421,emp_rate,0.634
2421,unemp_rate,0.047
2421,noc_not_applicable,145
2421,noc_managers,1420
2421,noc_1,2335
2421,noc_2,965
2421,noc_3,1500
2421,noc_4,1675
2421,noc_5,355
2421,noc_6,3410
2421,noc_7,2485
2421,noc_8,200
2421,noc_9,510
2421,commute_less_15_min,3230
2421,commute_15_29_min,4555
2421,commute_30_44_min,3495
2421,commute_45_59_min,1400
2421,commute_more_60_min,695
2422,total_pop_15+,32570
2422,labour_force,24645
2422,emp,23750
2422,unemp,895
2422,not_labour_force,7920
2422,part_rate,0.757
2422,emp_rate,0.729
2422,unemp_rate,0.036
2422,noc_not_applicable,200
2422,noc_managers,2650
2422,noc_1,3860
2422,noc_2,1875
2422,noc_3,1820
2422,noc_4,4605
2422,noc_5,520
2422,noc_6,4620
2422,noc_7,3575
2422,noc_8,300
2422,noc_9,625
2422,commute_less_15_min,4280
2422,commute_15_29_min,7115
2422,commute_30_44_min,7020
2422,commute_45_59_min,2540
2422,commute_more_60_min,1120
2423,total_pop_15+,472065
2423,labour_force,308265
2423,emp,293255
2423,unemp,15010
2423,not_labour_force,163800
2423,part_rate,0.653
2423,emp_rate,0.621
2423,unemp_rate,0.049
2423,noc_not_applicable,4680
2423,noc_managers,27010
2423,noc_1,55765
2423,noc_2,28950
2423,noc_3,25210
2423,noc_4,40655
2423,noc_5,10510
2423,noc_6,76325
2423,noc_7,30335
2423,noc_8,1805
2423,noc_9,7015
2423,commute_less_15_min,74675
2423,commute_15_29_min,126220
2423,commute_30_44_min,51955
2423,commute_45_59_min,15180
2423,commute_more_60_min,8900
2425,total_pop_15+,115570
2425,labour_force,80415
2425,emp,77125
2425,unemp,3290
2425,not_labour_force,35155
2425,part_rate,0.696
2425,emp_rate,0.667
2425,unemp_rate,0.041
2425,noc_not_applicable,965
2425,noc_managers,7605
2425,noc_1,15010
2425,noc_2,6890
2425,noc_3,6390
2425,noc_4,9675
2425,noc_5,1800
2425,noc_6,18220
2425,noc_7,10040
2425,noc_8,675
2425,noc_9,3160
2425,commute_less_15_min,21435
2425,commute_15_29_min,28230
2425,commute_30_44_min,15725
2425,commute_45_59_min,4635
2425,commute_more_60_min,2720
2426,total_pop_15+,28705
2426,labour_force,20640
2426,emp,19920
2426,unemp,725
2426,not_labour_force,8065
2426,part_rate,0.719
2426,emp_rate,0.694
2426,unemp_rate,0.035
2426,noc_not_applicable,155
2426,noc_managers,2195
2426,noc_1,2890
2426,noc_2,1225
2426,noc_3,1140
2426,noc_4,2085
2426,noc_5,365
2426,noc_6,3965
2426,noc_7,3965
2426,noc_8,710
2426,noc_9,1940
2426,commute_less_15_min,7325
2426,commute_15_29_min,4835
2426,commute_30_44_min,3435
2426,commute_45_59_min,1610
2426,commute_more_60_min,770
2427,total_pop_15+,15050
2427,labour_force,9875
2427,emp,9465
2427,unemp,410
2427,not_labour_force,5170
2427,part_rate,0.656
2427,emp_rate,0.629
2427,unemp_rate,0.042
2427,noc_not_applicable,115
2427,noc_managers,1085
2427,noc_1,1240
2427,noc_2,290
2427,noc_3,520
2427,noc_4,875
2427,noc_5,165
2427,noc_6,1885
2427,noc_7,2000
2427,noc_8,310
2427,noc_9,1385
2427,commute_less_15_min,3815
2427,commute_15_29_min,2795
2427,commute_30_44_min,1225
2427,commute_45_59_min,335
2427,commute_more_60_min,365
2428,total_pop_15+,13605
2428,labour_force,7645
2428,emp,7165
2428,unemp,480
2428,not_labour_force,5955
2428,part_rate,0.562
2428,emp_rate,0.527
2428,unemp_rate,0.063
2428,noc_not_applicable,80
2428,noc_managers,555
2428,noc_1,865
2428,noc_2,245
2428,noc_3,465
2428,noc_4,655
2428,noc_5,135
2428,noc_6,1435
2428,noc_7,1820
2428,noc_8,400
2428,noc_9,995
2428,commute_less_15_min,2240
2428,commute_15_29_min,2025
2428,commute_30_44_min,1315
2428,commute_45_59_min,420
2428,commute_more_60_min,490
2429,total_pop_15+,41840
2429,labour_force,27860
2429,emp,26520
2429,unemp,1335
2429,not_labour_force,13980
2429,part_rate,0.666
2429,emp_rate,0.634
2429,unemp_rate,0.048
2429,noc_not_applicable,430
2429,noc_managers,2605
2429,noc_1,3375
2429,noc_2,1150
2429,noc_3,1940
2429,noc_4,2665
2429,noc_5,455
2429,noc_6,6240
2429,noc_7,5205
2429,noc_8,630
2429,noc_9,3160
2429,commute_less_15_min,13005
2429,commute_15_29_min,7095
2429,commute_30_44_min,2770
2429,commute_45_59_min,735
2429,commute_more_60_min,1020
2430,total_pop_15+,17630
2430,labour_force,10475
2430,emp,9955
2430,unemp,515
2430,not_labour_force,7155
2430,part_rate,0.594
2430,emp_rate,0.565
2430,unemp_rate,0.049
2430,noc_not_applicable,130
2430,noc_managers,1055
2430,noc_1,1100
2430,noc_2,280
2430,noc_3,590
2430,noc_4,900
2430,noc_5,180
2430,noc_6,2070
2430,noc_7,2005
2430,noc_8,510
2430,noc_9,1655
2430,commute_less_15_min,4950
2430,commute_15_29_min,2440
2430,commute_30_44_min,950
2430,commute_45_59_min,360
2430,commute_more_60_min,330
2431,total_pop_15+,34930
2431,labour_force,19685
2431,emp,18750
2431,unemp,935
2431,not_labour_force,15245
2431,part_rate,0.564
2431,emp_rate,0.537
2431,unemp_rate,0.047
2431,noc_not_applicable,235
2431,noc_managers,1885
2431,noc_1,2400
2431,noc_2,715
2431,noc_3,1590
2431,noc_4,1825
2431,noc_5,225
2431,noc_6,4425
2431,noc_7,3800
2431,noc_8,630
2431,noc_9,1955
2431,commute_less_15_min,9210
2431,commute_15_29_min,4630
2431,commute_30_44_min,1885
2431,commute_45_59_min,565
2431,commute_more_60_min,860
2432,total_pop_15+,18880
2432,labour_force,12150
2432,emp,11415
2432,unemp,730
2432,not_labour_force,6730
2432,part_rate,0.644
2432,emp_rate,0.605
2432,unemp_rate,0.06
2432,noc_not_applicable,200
2432,noc_managers,1455
2432,noc_1,1285
2432,noc_2,405
2432,noc_3,770
2432,noc_4,860
2432,noc_5,170
2432,noc_6,2435
2432,noc_7,2255
2432,noc_8,575
2432,noc_9,1730
2432,commute_less_15_min,5315
2432,commute_15_29_min,2965
2432,commute_30_44_min,1270
2432,commute_45_59_min,330
2432,commute_more_60_min,410
2433,total_pop_15+,25365
2433,labour_force,17695
2433,emp,16875
2433,unemp,820
2433,not_labour_force,7665
2433,part_rate,0.698
2433,emp_rate,0.665
2433,unemp_rate,0.046
2433,noc_not_applicable,170
2433,noc_managers,1905
2433,noc_1,2315
2433,noc_2,735
2433,noc_3,1075
2433,noc_4,1400
2433,noc_5,285
2433,noc_6,3385
2433,noc_7,3850
2433,noc_8,690
2433,noc_9,1890
2433,commute_less_15_min,5105
2433,commute_15_29_min,4140
2433,commute_30_44_min,3695
2433,commute_45_59_min,1495
2433,commute_more_60_min,825
2434,total_pop_15+,42820
2434,labour_force,27065
2434,emp,25560
2434,unemp,1500
2434,not_labour_force,15760
2434,part_rate,0.632
2434,emp_rate,0.597
2434,unemp_rate,0.055
2434,noc_not_applicable,335
2434,noc_managers,2245
2434,noc_1,3895
2434,noc_2,1480
2434,noc_3,1945
2434,noc_4,3005
2434,noc_5,570
2434,noc_6,5680
2434,noc_7,5155
2434,noc_8,680
2434,noc_9,2080
2434,commute_less_15_min,7880
2434,commute_15_29_min,6300
2434,commute_30_44_min,5730
2434,commute_45_59_min,2490
2434,commute_more_60_min,1255
2435,total_pop_15+,10585
2435,labour_force,5385
2435,emp,4790
2435,unemp,595
2435,not_labour_force,5205
2435,part_rate,0.509
2435,emp_rate,0.453
2435,unemp_rate,0.11
2435,noc_not_applicable,85
2435,noc_managers,530
2435,noc_1,570
2435,noc_2,205
2435,noc_3,420
2435,noc_4,510
2435,noc_5,80
2435,noc_6,1105
2435,noc_7,1135
2435,noc_8,275
2435,noc_9,475
2435,commute_less_15_min,1895
2435,commute_15_29_min,1145
2435,commute_30_44_min,610
2435,commute_45_59_min,345
2435,commute_more_60_min,290
2436,total_pop_15+,41565
2436,labour_force,21530
2436,emp,19580
2436,unemp,1950
2436,not_labour_force,20035
2436,part_rate,0.518
2436,emp_rate,0.471
2436,unemp_rate,0.091
2436,noc_not_applicable,725
2436,noc_managers,1635
2436,noc_1,2980
2436,noc_2,880
2436,noc_3,1895
2436,noc_4,2350
2436,noc_5,375
2436,noc_6,5180
2436,noc_7,3495
2436,noc_8,310
2436,noc_9,1715
2436,commute_less_15_min,8375
2436,commute_15_29_min,5735
2436,commute_30_44_min,3060
2436,commute_45_59_min,750
2436,commute_more_60_min,610
2437,total_pop_15+,125815
2437,labour_force,74190
2437,emp,68590
2437,unemp,5595
2437,not_labour_force,51630
2437,part_rate,0.59
2437,emp_rate,0.545
2437,unemp_rate,0.075
2437,noc_not_applicable,2030
2437,noc_managers,6030
2437,noc_1,10895
2437,noc_2,3910
2437,noc_3,6355
2437,noc_4,9090
2437,noc_5,1685
2437,noc_6,18355
2437,noc_7,10990
2437,noc_8,860
2437,noc_9,3990
2437,commute_less_15_min,27200
2437,commute_15_29_min,24995
2437,commute_30_44_min,7995
2437,commute_45_59_min,1705
2437,commute_more_60_min,2725
2438,total_pop_15+,16595
2438,labour_force,9865
2438,emp,9285
2438,unemp,580
2438,not_labour_force,6730
2438,part_rate,0.594
2438,emp_rate,0.56
2438,unemp_rate,0.059
2438,noc_not_applicable,125
2438,noc_managers,1090
2438,noc_1,1215
2438,noc_2,520
2438,noc_3,790
2438,noc_4,1060
2438,noc_5,140
2438,noc_6,1890
2438,noc_7,1875
2438,noc_8,510
2438,noc_9,650
2438,commute_less_15_min,2810
2438,commute_15_29_min,3165
2438,commute_30_44_min,1525
2438,commute_45_59_min,510
2438,commute_more_60_min,450
2439,total_pop_15+,57640
2439,labour_force,36765
2439,emp,34700
2439,unemp,2070
2439,not_labour_force,20875
2439,part_rate,0.638
2439,emp_rate,0.602
2439,unemp_rate,0.056
2439,noc_not_applicable,615
2439,noc_managers,3430
2439,noc_1,4720
2439,noc_2,1525
2439,noc_3,2535
2439,noc_4,3665
2439,noc_5,625
2439,noc_6,8780
2439,noc_7,6145
2439,noc_8,1270
2439,noc_9,3450
2439,commute_less_15_min,17285
2439,commute_15_29_min,9385
2439,commute_30_44_min,2980
2439,commute_45_59_min,1060
2439,commute_more_60_min,1045
2440,total_pop_15+,11505
2440,labour_force,6080
2440,emp,5700
2440,unemp,380
2440,not_labour_force,5430
2440,part_rate,0.528
2440,emp_rate,0.495
2440,unemp_rate,0.062
2440,noc_not_applicable,165
2440,noc_managers,665
2440,noc_1,695
2440,noc_2,180
2440,noc_3,490
2440,noc_4,505
2440,noc_5,120
2440,noc_6,1060
2440,noc_7,1235
2440,noc_8,325
2440,noc_9,625
2440,commute_less_15_min,2220
2440,commute_15_29_min,1200
2440,commute_30_44_min,820
2440,commute_45_59_min,550
2440,commute_more_60_min,250
2441,total_pop_15+,18090
2441,labour_force,10935
2441,emp,10195
2441,unemp,745
2441,not_labour_force,7160
2441,part_rate,0.604
2441,emp_rate,0.564
2441,unemp_rate,0.068
2441,noc_not_applicable,245
2441,noc_managers,1145
2441,noc_1,1185
2441,noc_2,275
2441,noc_3,815
2441,noc_4,1070
2441,noc_5,160
2441,noc_6,2030
2441,noc_7,2440
2441,noc_8,465
2441,noc_9,1095
2441,commute_less_15_min,2875
2441,commute_15_29_min,3035
2441,commute_30_44_min,2045
2441,commute_45_59_min,625
2441,commute_more_60_min,445
2442,total_pop_15+,24590
2442,labour_force,15405
2442,emp,14615
2442,unemp,790
2442,not_labour_force,9185
2442,part_rate,0.626
2442,emp_rate,0.594
2442,unemp_rate,0.051
2442,noc_not_applicable,155
2442,noc_managers,1545
2442,noc_1,1935
2442,noc_2,795
2442,noc_3,1135
2442,noc_4,1330
2442,noc_5,325
2442,noc_6,2820
2442,noc_7,3100
2442,noc_8,390
2442,noc_9,1870
2442,commute_less_15_min,4835
2442,commute_15_29_min,4960
2442,commute_30_44_min,2515
2442,commute_45_59_min,555
2442,commute_more_60_min,410
2443,total_pop_15+,130400
2443,labour_force,81740
2443,emp,76080
2443,unemp,5655
2443,not_labour_force,48660
2443,part_rate,0.627
2443,emp_rate,0.583
2443,unemp_rate,0.069
2443,noc_not_applicable,2075
2443,noc_managers,6510
2443,noc_1,11130
2443,noc_2,5260
2443,noc_3,7915
2443,noc_4,12005
2443,noc_5,2155
2443,noc_6,19465
2443,noc_7,9690
2443,noc_8,875
2443,noc_9,4655
2443,commute_less_15_min,27425
2443,commute_15_29_min,32065
2443,commute_30_44_min,7855
2443,commute_45_59_min,1990
2443,commute_more_60_min,1945
2444,total_pop_15+,14780
2444,labour_force,9830
2444,emp,9390
2444,unemp,435
2444,not_labour_force,4950
2444,part_rate,0.665
2444,emp_rate,0.635
2444,unemp_rate,0.044
2444,noc_not_applicable,100
2444,noc_managers,1195
2444,noc_1,1150
2444,noc_2,325
2444,noc_3,500
2444,noc_4,795
2444,noc_5,165
2444,noc_6,1860
2444,noc_7,1860
2444,noc_8,580
2444,noc_9,1285
2444,commute_less_15_min,3890
2444,commute_15_29_min,2350
2444,commute_30_44_min,1360
2444,commute_45_59_min,365
2444,commute_more_60_min,220
2445,total_pop_15+,42025
2445,labour_force,24560
2445,emp,22960
2445,unemp,1600
2445,not_labour_force,17465
2445,part_rate,0.584
2445,emp_rate,0.546
2445,unemp_rate,0.065
2445,noc_not_applicable,465
2445,noc_managers,2800
2445,noc_1,3375
2445,noc_2,1295
2445,noc_3,1675
2445,noc_4,2765
2445,noc_5,870
2445,noc_6,5835
2445,noc_7,3430
2445,noc_8,570
2445,noc_9,1480
2445,commute_less_15_min,7945
2445,commute_15_29_min,6630
2445,commute_30_44_min,4005
2445,commute_45_59_min,890
2445,commute_more_60_min,1125
2446,total_pop_15+,47555
2446,labour_force,28880
2446,emp,27280
2446,unemp,1605
2446,not_labour_force,18675
2446,part_rate,0.607
2446,emp_rate,0.574
2446,unemp_rate,0.056
2446,noc_not_applicable,435
2446,noc_managers,3620
2446,noc_1,3450
2446,noc_2,1355
2446,noc_3,1825
2446,noc_4,2965
2446,noc_5,880
2446,noc_6,6285
2446,noc_7,4610
2446,noc_8,1055
2446,noc_9,2390
2446,commute_less_15_min,9695
2446,commute_15_29_min,7695
2446,commute_30_44_min,3425
2446,commute_45_59_min,1280
2446,commute_more_60_min,1915
2447,total_pop_15+,71190
2447,labour_force,44740
2447,emp,42000
2447,unemp,2740
2447,not_labour_force,26455
2447,part_rate,0.628
2447,emp_rate,0.59
2447,unemp_rate,0.061
2447,noc_not_applicable,805
2447,noc_managers,3955
2447,noc_1,5855
2447,noc_2,2465
2447,noc_3,2980
2447,noc_4,4255
2447,noc_5,910
2447,noc_6,10540
2447,noc_7,7105
2447,noc_8,875
2447,noc_9,4990
2447,commute_less_15_min,18035
2447,commute_15_29_min,13005
2447,commute_30_44_min,4185
2447,commute_45_59_min,1810
2447,commute_more_60_min,2100
2448,total_pop_15+,12575
2448,labour_force,7835
2448,emp,7365
2448,unemp,470
2448,not_labour_force,4735
2448,part_rate,0.623
2448,emp_rate,0.586
2448,unemp_rate,0.06
2448,noc_not_applicable,125
2448,noc_managers,1005
2448,noc_1,885
2448,noc_2,230
2448,noc_3,475
2448,noc_4,505
2448,noc_5,95
2448,noc_6,1560
2448,noc_7,1545
2448,noc_8,430
2448,noc_9,985
2448,commute_less_15_min,2820
2448,commute_15_29_min,1465
2448,commute_30_44_min,1510
2448,commute_45_59_min,330
2448,commute_more_60_min,400
2449,total_pop_15+,82495
2449,labour_force,52925
2449,emp,49325
2449,unemp,3605
2449,not_labour_force,29570
2449,part_rate,0.642
2449,emp_rate,0.598
2449,unemp_rate,0.068
2449,noc_not_applicable,1180
2449,noc_managers,4830
2449,noc_1,6760
2449,noc_2,2495
2449,noc_3,3300
2449,noc_4,5430
2449,noc_5,1050
2449,noc_6,11830
2449,noc_7,9850
2449,noc_8,1255
2449,noc_9,4950
2449,commute_less_15_min,22435
2449,commute_15_29_min,15630
2449,commute_30_44_min,4045
2449,commute_45_59_min,1960
2449,commute_more_60_min,1970
2450,total_pop_15+,18675
2450,labour_force,11510
2450,emp,10875
2450,unemp,635
2450,not_labour_force,7160
2450,part_rate,0.616
2450,emp_rate,0.582
2450,unemp_rate,0.055
2450,noc_not_applicable,160
2450,noc_managers,1390
2450,noc_1,1450
2450,noc_2,450
2450,noc_3,725
2450,noc_4,1170
2450,noc_5,195
2450,noc_6,2320
2450,noc_7,2310
2450,noc_8,570
2450,noc_9,770
2450,commute_less_15_min,4020
2450,commute_15_29_min,2895
2450,commute_30_44_min,1880
2450,commute_45_59_min,510
2450,commute_more_60_min,385
2451,total_pop_15+,30190
2451,labour_force,17470
2451,emp,16265
2451,unemp,1205
2451,not_labour_force,12720
2451,part_rate,0.579
2451,emp_rate,0.539
2451,unemp_rate,0.069
2451,noc_not_applicable,280
2451,noc_managers,1615
2451,noc_1,2145
2451,noc_2,720
2451,noc_3,1150
2451,noc_4,1590
2451,noc_5,240
2451,noc_6,3720
2451,noc_7,3475
2451,noc_8,545
